Empresa,Area,Ubicacion,Descripcion
editorial el campo latinoamericano SA,Agricultura / Pesca / Ganaderia,Capital Federal,Editorial El Campo Latinoamericano S.A. fue fundada en el ano 1954. A lo largo de su historia se a dedicado a emitir publicacione orientadas al agro. Es la revista El Campo en Marcha la publicacion principal.
Iberconsa De Argentina,Agricultura / Pesca / Ganaderia,Chubut,Iberconsa De Argentina: Empresa Pesquera - Buques Factoria - Tangoneros - Poteros
La Arizca srl,Agricultura / Pesca / Ganaderia,"San Vicente, Buenos Aires",Granja productora de cerdos y venta de reproductores
Terrasoja S.A.,Agricultura / Pesca / Ganaderia,"Carmen de Areco, Buenos Aires",Industria modelo dedicada al extrusado de soja y derivados.
Juan Pedro Mussi,Agricultura / Pesca / Ganaderia,Corrientes,"Explotacion unipersonal dedicada al sector agricola, industrial y nuevo emprendimiento en comunicaciones."
Jorge Sola,Agricultura / Pesca / Ganaderia,"Rosario, Santa Fe",necesitaria una persona con experiencia rural para ser encargado de una estancia en La Paz (E.Rios)
Desus SA,Agricultura / Pesca / Ganaderia,Buenos Aires,"Elaboracion suplementos para humanos y equinos, agropecuario (cereales)"
Industrias Fruticolas de San Rafael,Agricultura / Pesca / Ganaderia,Mendoza,"Industria Fruticola San Rafael, empresa dedicada a cultivar, procesar, envasar y comercializar frutas y hortalizas en diferentes presentaciones. Sus principales productos son los duraznos en conserva, cocteles de frutas y peras en conservas."
Smoothie Bar SRL,Agricultura / Pesca / Ganaderia,Capital Federal,"Los mejores smoothies y jugos en Buenos Aires, hecho de frutas y yogur."
Cotar,Agricultura / Pesca / Ganaderia,"Rosario, Santa Fe",Industria Lactea
Lomantar S.A.,Agricultura / Pesca / Ganaderia,Capital Federal,Empresa agropecuaria
Oleaginosa Moreno Hnos SA,Agricultura / Pesca / Ganaderia,Buenos Aires,"Exportacion de cereales, oleaginosas, aceites, arroz, etc. Acopio Biocombustibles"
Piermattei s.a.,Agricultura / Pesca / Ganaderia,Buenos Aires,"aserradero, fac. de machimbres y molduras. fca. de pallets y cajones. fca. de muebles. fca. de galpones avicolas. explotaciones forestales. Talado de montes. Estamos en el mercado desde 1945"
El Colono Agropecuaria,Agricultura / Pesca / Ganaderia,Cordoba,"El colono agropecuaria es una empresa dedicada a la comercializacion de cereales, semillas e insumos para el agro."
Salvador Liguori sa,Agricultura / Pesca / Ganaderia,Capital Federal,"Produccion, Empaque y Comercializacion de Frutas Frescas. ( Manzanas y Peras )"
Agro Luro srl,Agricultura / Pesca / Ganaderia,Buenos Aires,"Agro Luro srl es una concesionaria de maquinaria agropecuaria de la marca John Deere. Una de las actividades de la empresa es el mantenimiento y reparacion de tractores en el taller propio. Es una empresa con dos anos y medio de vida, con duenos y personal jovenes y emprendedores. Nuestro objetivo es mantener un grupo de trabajo joven."
Vivero La Nona,Agricultura / Pesca / Ganaderia,Cordoba,"Vivero dedicado a la venta de plantas, parquizaciones, jardines y piletas."
Yerba Mate Buen Dia,Agricultura / Pesca / Ganaderia,Misiones,"Somos una empresa que produce, envasa y comercializa yerba mate envasada en la Argentina y Exterior."
ALIMENTOS MEDITERRANEOS S.A.,Agricultura / Pesca / Ganaderia,"Cordoba, Cordoba",Empresa dedicada al rubro agroindustrial
Federacion Argentina del Citrus Federcitrus,Agricultura / Pesca / Ganaderia,"Balvanera, Capital Federal","Entidad con trayectoria dedicada a la Agroindustria, ubicada en el barrio de Balvanera, Capital Federal. De 1 a 10 trabajadores."
La Morena,Agricultura / Pesca / Ganaderia,Salta,"La empresa se dedica a la produccion agricola de poroto, hortalizas y cana de azucar, cuenta con unas 1000 ha productivas, ubicadas en General Guemes - Salta. La produccion se comercializa al mercado interno y exteno."
Tsil SA,Agricultura / Pesca / Ganaderia,"Escobar, Buenos Aires",Empresa fundada en 1997. con Sucurales en todo el pais
Grupo Insud,Agricultura / Pesca / Ganaderia,"Monserrat, Capital Federal","Grupo empresario de capitales nacionales que integra actividades en las industrias farmaceutica, agroforestal, cultura, naturaleza y diseno, con una solida trayectoria en el mercado local e internacional y presencia en 35 paises."
Agroser,Agricultura / Pesca / Ganaderia,Tucuman,Distribucion de Agroquimicos y fertilizantes.
Agroberries S.A.,Agricultura / Pesca / Ganaderia,"Concordia, Entre Rios",Agroberries SA es una empresa productora y exportadora de arandanos.
Agrofum S.A.,Agricultura / Pesca / Ganaderia,Buenos Aires,"A la vanguardia en los servicios de Fumigacion y acondicionado de mercaderias para exportacion, Agrofum S.A. brinda soluciones en el momento y en el lugar del mundo que usted indique. Con una estructura y trayectoria de 40 anos que avalan nuestra responsabilidad y eficacia a la hora de dar respuestas."
Early Grapes S.A.,Agricultura / Pesca / Ganaderia,Buenos Aires,Comercializacion de frutas al exterior.
Mono Azul,Agricultura / Pesca / Ganaderia,"Gral. Roca, Rio Negro","Mono Azul comenzo a construir su historia y marcar trayectoria desde 1961. A lo largo del tiempo, siempre se mantuvo como uno de los principales jugadores dentro de la industria Fruticola. En la actualidad cuenta con campos de productivos y plantas empacadoras tanto en la provincia de Rio Negro como Neuquen. Los productos y procesos llevados a cabo estan respaldados por normas de calidad Global Gap  BPM HACCP y BRC."
Los Angeles Negros S.A,Agricultura / Pesca / Ganaderia,Capital Federal,Empresa agropecuaria dedicada a la comecializacion y servicios agropecuarios cuyo objetivo es ser lider en la zona de explotacion agraria.
Frigolar Sa.,Agricultura / Pesca / Ganaderia,Buenos Aires,Empresa dedicada a la industria de la carne
Finca Rio Hondo,Agricultura / Pesca / Ganaderia,"Hualfin, Catamarca","Finca nogalera. Objetivo: Venta canal minorista, sup. almacenes y fiambrerias. Zona cap. y gran Bs As."
Frigorifico Penta S.A.,Agricultura / Pesca / Ganaderia,Buenos Aires,Empresa dedica a la faena de animales bovinos
Mairal SRL,Agricultura / Pesca / Ganaderia,Capital Federal,Empresa dedicada a diseno y mantenimiento de areas verdes en Cap y gran Bs As y a produccion forestal y nogalera en prov San Luis
Agrorgan,Agricultura / Pesca / Ganaderia,"Rosario, Santa Fe","Agrorgan empresa de Biotecnologia especializada en comercializacion de insumos organicos agropecuarios, productos de Biocontrol(Bioinsecticida, Biofungicida, Bionematicida) Fertilizantes Foliar y Fertirriego. Formamos una empresa comprometida con el medio ambiente y la ecologia. Supliendo a las deficiencias en la nutricion de los cultivos; y ayudando a la reconstruccion del suelo. Estamos en constante actualizacion en el rubro, brindando soluciones a un amplio espectro de cultivos. Trabajamos con la marca FolOrgan de AgroMC, quienes se especializan en productos organicos, lo que, unido a la profesionalidad de nuestro personal nos ayuda a conseguir un alto nivel de satisfaccion para nuestros clientes."
Arano sa,Agricultura / Pesca / Ganaderia,"Caballito, Capital Federal",Empresa familiar del rubro agropecuario.
Laboratorios Arbo SRL,Agricultura / Pesca / Ganaderia,"Junin, Buenos Aires","Creada en 1983. productos: inoculantes para leguminosas, paquetes de preinoculacion, inoculacion en surco, inoculantes para gramineas (azospirillum, otros), curasemillas, coadyuvantes, fertilizante foliar, correctores de aguas, otros"
Argentine Farmers,Agricultura / Pesca / Ganaderia,"Belgrano, Capital Federal","Somos una empresa argentina, dedicada a brindar soluciones de recursos humanos al sector agropecuario de Argentina, Uruguay y Nueva Zelanda. Nos basamos en proveer personal capacitado y mano de obra especializada (profesionales, estudiantes, tecnicos, trabajadores del sector agropecuario) a empresas y productores de Argentina, Uruguay Nueva Zelanda, quienes les garantizaran a nuestros postulantes, excelentes condiciones de trabajo."
Establecimiento San Vicente S.A.,Agricultura / Pesca / Ganaderia,"Trancas, Tucuman",Establecimiento Agricola-ganadero situado en el departamento de Trancas
Haydee Repetto,Agricultura / Pesca / Ganaderia,Buenos Aires,Cria de Ganado Bovino
The e-Commerce Company S.A.,Agricultura / Pesca / Ganaderia,Capital Federal,"Fabricacion y comercializacion de productos alimenticios delicatessen y premium, orientados al sector de alta gama, turistas y la exportacion."
Quintales S.A.,Agricultura / Pesca / Ganaderia,Capital Federal,Empresa Acopiadora de cereales con planta en Cachari (Pcia. de Bs. As.) y oficinas administrativas en Capital Federal. La empresa tiene 10 anos de antiguedad en el comercio de cereales. Pretendemos seguir creciendo como hasta el momento.
cantina de ramos,Agricultura / Pesca / Ganaderia,"Ramos Mejia, Buenos Aires-GBA",servicio gastronomico
CULTIVOS HORIKAWA S.A.,Agricultura / Pesca / Ganaderia,"Moreno, Buenos Aires-GBA",Empresa dedicada a la comercializacion de Plantas ornamentales a grandes cadenas de supermercados
Menhires srl,Agricultura / Pesca / Ganaderia,"Tafi Viejo, Tucuman",Empaque de Citrus
Gestion de Precision,Agricultura / Pesca / Ganaderia,"Pilar, Buenos Aires",Consultoria y servicios de agricultura de precision
Frigorifico Lamar,Agricultura / Pesca / Ganaderia,"San Nicolas, Capital Federal",Empresa exportadora
Frigorifico de la Costa,Agricultura / Pesca / Ganaderia,"Mar del Plata, Buenos Aires",Empresa encargada de la faena vacuna y venta a intermediarios
NIESER,Agricultura / Pesca / Ganaderia,"Malvinas Argentinas, Buenos Aires-GBA",REPRESENTACIONES DE TECNOLOGIAS PARA PRODUCCION INTENSIVA DE ANIMALES.
Establecimiento Nuevo Antartico,Agricultura / Pesca / Ganaderia,"Palermo, Capital Federal",Empresa dedicada a la comercializacion / Produccion de alimentos carnicos.
Rizobacter Argentina S.A.,Agricultura / Pesca / Ganaderia,"Pergamino, Buenos Aires","Rizobacter es una empresa Argentina, nacida en la provincia de Buenos Aires, constituida en su totalidad por capitales argentinos y lider en el mercado de microbiologia agricola. Opera desde 1977 en la investigacion, desarrollo, produccion y comercializacion de sus principales lineas de productos: Inoculantes, Terapicos para semillas, Biofertilizantes, Coadyuvantes, Micronutrientes, Pildorado de Semillas, Cebos para el control de plagas y Control de plagas en granos almacenados."
Agroser,Agricultura / Pesca / Ganaderia,Tucuman,Distribucion de Agroquimicos y fertilizantes.
Agroberries S.A.,Agricultura / Pesca / Ganaderia,"Concordia, Entre Rios",Agroberries SA es una empresa productora y exportadora de arandanos.
Ayme Consultora Laboral Rural,Agricultura / Pesca / Ganaderia,"Las Flores, Buenos Aires","Ayme consultora Laboral Rural El objetivo fundamental del area de recursos humanos es promover una optima relacion laboral entre la empresa y el trabajador, a traves de una seleccion y/o reubicacion de personal, basada en las necesidades especificas del empleado y el empleador; como tambien en la capacitacion de los mismos."
Albura S.A.,Agricultura / Pesca / Ganaderia,"Montecarlo, Misiones",Empresa Servicos Forestales Cosecha totalmente mecanizada
Agropecuaria Aguas Grandes,Agricultura / Pesca / Ganaderia,Buenos Aires,Administracion Agropecuaria
Establecimiento San Vicente S.A.,Agricultura / Pesca / Ganaderia,"Trancas, Tucuman",Establecimiento Agricola-ganadero situado en el departamento de Trancas
Piermattei s.a.,Agricultura / Pesca / Ganaderia,Buenos Aires,"aserradero, fac. de machimbres y molduras. fca. de pallets y cajones. fca. de muebles. fca. de galpones avicolas. explotaciones forestales. Talado de montes. Estamos en el mercado desde 1945"
Early Grapes S.A.,Agricultura / Pesca / Ganaderia,Buenos Aires,Comercializacion de frutas al exterior.
Mono Azul,Agricultura / Pesca / Ganaderia,"Gral. Roca, Rio Negro","Mono Azul comenzo a construir su historia y marcar trayectoria desde 1961. A lo largo del tiempo, siempre se mantuvo como uno de los principales jugadores dentro de la industria Fruticola. En la actualidad cuenta con campos de productivos y plantas empacadoras tanto en la provincia de Rio Negro como Neuquen. Los productos y procesos llevados a cabo estan respaldados por normas de calidad Global Gap  BPM HACCP y BRC."
El Colono Agropecuaria,Agricultura / Pesca / Ganaderia,Cordoba,"El colono agropecuaria es una empresa dedicada a la comercializacion de cereales, semillas e insumos para el agro."
Los Angeles Negros S.A,Agricultura / Pesca / Ganaderia,Capital Federal,Empresa agropecuaria dedicada a la comecializacion y servicios agropecuarios cuyo objetivo es ser lider en la zona de explotacion agraria.
Agro Luro srl,Agricultura / Pesca / Ganaderia,Buenos Aires,"Agro Luro srl es una concesionaria de maquinaria agropecuaria de la marca John Deere. Una de las actividades de la empresa es el mantenimiento y reparacion de tractores en el taller propio. Es una empresa con dos anos y medio de vida, con duenos y personal jovenes y emprendedores. Nuestro objetivo es mantener un grupo de trabajo joven."
Salvador Liguori sa,Agricultura / Pesca / Ganaderia,Capital Federal,"Produccion, Empaque y Comercializacion de Frutas Frescas. ( Manzanas y Peras )"
Leiva Hnos,Agricultura / Pesca / Ganaderia,"Parana, Entre Rios","Empresa de Corretaje de Cereales, oleagionosas, subproductos con basta experiencia en el mercado interno, logistica"
Las Talitas SRL,Agricultura / Pesca / Ganaderia,"Las Talitas, Tucuman",Es un empaque de limon esta empresa se dedica a prestar servicios de embalado y preseleccion
Administracion gg Agrop,Agricultura / Pesca / Ganaderia,"Agronomia, Capital Federal","Empresa de Administracion Agropecuaria, Ganaderia."
Vivero La Nona,Agricultura / Pesca / Ganaderia,Cordoba,"Vivero dedicado a la venta de plantas, parquizaciones, jardines y piletas."
Yerba Mate Buen Dia,Agricultura / Pesca / Ganaderia,Misiones,"Somos una empresa que produce, envasa y comercializa yerba mate envasada en la Argentina y Exterior."
Haydee Repetto,Agricultura / Pesca / Ganaderia,Buenos Aires,Cria de Ganado Bovino
Quintales S.A.,Agricultura / Pesca / Ganaderia,Capital Federal,Empresa Acopiadora de cereales con planta en Cachari (Pcia. de Bs. As.) y oficinas administrativas en Capital Federal. La empresa tiene 10 anos de antiguedad en el comercio de cereales. Pretendemos seguir creciendo como hasta el momento.
The e-Commerce Company S.A.,Agricultura / Pesca / Ganaderia,Capital Federal,"Fabricacion y comercializacion de productos alimenticios delicatessen y premium, orientados al sector de alta gama, turistas y la exportacion."
SA Consultores,Agricultura / Pesca / Ganaderia,Capital Federal,---
Sociedad Rural Argentina,Agricultura / Pesca / Ganaderia,Buenos Aires,---
SmartField,Agricultura / Pesca / Ganaderia,Capital Federal,---
Integracion Comercial SRL,Agricultura / Pesca / Ganaderia,Capital Federal,---
Farbos scl,Agricultura / Pesca / Ganaderia,Extranjero,---
Rolo,Agricultura / Pesca / Ganaderia,Capital Federal,---
Refineria del Centro S.A.- Ciclo ll,Agricultura / Pesca / Ganaderia,"Estacion Juarez Celman, Cordoba",---
Grupo Calesa,Agricultura / Pesca / Ganaderia,Extranjero,---
Global Consultants Intl,Agricultura / Pesca / Ganaderia,Extranjero,---
Leoserv S.A,Agricultura / Pesca / Ganaderia,Cordoba,---
El Pollo Isidro,Agricultura / Pesca / Ganaderia,Buenos Aires,---
Iternational Quality Control,Agricultura / Pesca / Ganaderia,Extranjero,---
Agroindustria SA,Agricultura / Pesca / Ganaderia,Buenos Aires,---
Agrosat,Agricultura / Pesca / Ganaderia,Capital Federal,---
Ecolatec. c.a.,Agricultura / Pesca / Ganaderia,Extranjero,---
Maices del Valle,Agricultura / Pesca / Ganaderia,"Cipolletti, Rio Negro",Empresa agropecuaria dedicada a la produccion de maiz bajo riego en el Alto Valle de Rio Negro. Siembra aplicacion de herbicidas y fertilizantes cosecha y principalmente riego.
A E Duhau SA,Agricultura / Pesca / Ganaderia,"San Nicolas, Capital Federal","Empresa agropecuaria, producimos granos y carne vacuna. Desarrollando aplicaciones de AGTech para aplicacion en la misma empresa y venta a terceros. En este momento desarrollando una aplicacion para el monitoreo movil de vacas de tambo."
Scocuatro SRL,Agricultura / Pesca / Ganaderia,"Castelli, Buenos Aires","Empresa dedicada a la Produccion ganadera , campo en Castelli y Pila en Provincia de Buenos Aires , con oficina comercial en Capital Federal , administracion Online"
Frigorifico Lamar,Agricultura / Pesca / Ganaderia,"San Nicolas, Capital Federal",Empresa exportadora
Smoothie Bar SRL,Agricultura / Pesca / Ganaderia,Capital Federal,"Los mejores smoothies y jugos en Buenos Aires, hecho de frutas y yogur."
Cotar,Agricultura / Pesca / Ganaderia,"Rosario, Santa Fe",Industria Lactea
Sol Puntano Sapem,Agricultura / Pesca / Ganaderia,San Luis,"Conformamos la Escuela de Produccion Agroindustrial de la Provincia de San Luis y para ello nos valemos de un Predio Demostrativo Experimental al nivel de la tecnologia actual, para la capacitacion tecnica de los productores y el personal relacionado a los cultivos intensivos, proporcionando a la provincia mano de obra y productores especializados en el desarrollo de cultivos Agroalimentarios Intensivos FRUTALES y HORTALIZAS: plantacion, sistemas de conduccion y poda, raleo, riego, cosecha y pos cosecha. Fertilizacion y tratamientos fitosanitarios, sistemas de plantacion, sistemas de riego por goteo."
Sudamerica Trading SA,Agricultura / Pesca / Ganaderia,Buenos Aires,Extraccion de aceites vegetales
Suministros Atlantico Sur srl,Agricultura / Pesca / Ganaderia,Buenos Aires,"Distribucion: nylons para pesca, telas de proteccion, redes de proteccion para balcones."
Camara Argentina de Productores Avicolas,Agricultura / Pesca / Ganaderia,Capital Federal,"Camara que agrupa a productores avicolas,su objetivo, informar y orintar a sus asociados a traves de informes actualizados de las multiples acontecimientos que intervienen en la actividad productiva. Representarlos ante los distintos organismos de Gobierno , nacional, provincial municipal y organizaciones sndicales"
Nuevo Restaurant Villa Real,Agricultura / Pesca / Ganaderia,Capital Federal,"Empresa familiar, con 40 anos de trayectoria. Especialidad en pescados y mariscos."
Exagrind S.A,Agricultura / Pesca / Ganaderia,Capital Federal,"Empresa nacida de diferimientos fiscales que permitio la inversiones de capitales para la compra y cria de hacienda La empresa ha obtenido premios en los rubros de cria y capitalizacion de hacienda por la excelencia de su produccion,y esta ampliamente reconocida en los mercados por dicha excelencia. Como capitalizador de hacienda y ventas de carnes vacunas. El desarrollo de la actividad productiva es en campos propios de ICANO, Pvcia.de Catamarca y los limites con Sgo.del Estero y tiene oficinas en la Capital Federal"
Ibira srl,Agricultura / Pesca / Ganaderia,"Lujan, Buenos Aires","Somos una pequena empresa dedicada a negocios agricolas. Siembra y acopio de granos, produccion de semillas. Trabajamos con base en Lujan pero sembramos en todo el pais."
BioMinerales SRL,Agricultura / Pesca / Ganaderia,Buenos Aires,"BioMinerales es una empresa dedicada al desarrollo de nuevas tecnologias de fertilizacion para la tierra. Somos especialistas en la fertilizacion mineral (natural) y biologica completa en el agro de Argentina. Nuestro Bio Fertilizante contiene hongos ( micorriza arbuscular) y bacterias simbiontes. Nuestros minerales corrigen el deficit de estructura, Ca. Mg, S y de varios microelementos y para clientes importantes podemos formular a medida en nuestras fabricas de Cordoba y Neuquen. La tecnologia combinada bio-mineral permite ahorrar fertilizantes soluble e incrementar sensiblemente la cantidad y calidad de la produccion."
Biofabrica Misiones S.A.,Agricultura / Pesca / Ganaderia,"Posadas, Misiones",Empresa dedicada a la produccion masiva y comercializacion de vitroplantas y plantines clonales con calidad genetica y fitosanitaria.
Alicia Lopez,Agricultura / Pesca / Ganaderia,Mendoza,Comercializadora de vinos Boutique del sur de Mendoza
Bergital s.a.,Agricultura / Pesca / Ganaderia,"Bandera, Santiago del Estero",Dedicada a la produccion agricola y ganadera. amplia cantidad de has para trabajar.
tomas drysdale y cia. s.a.,Agricultura / Pesca / Ganaderia,"Retiro, Capital Federal",Actividad agropecuaria e inmobiliaria
Juan Debernardi SRL,Agricultura / Pesca / Ganaderia,"Palermo, Capital Federal","Juan Debernardi S . R . L , es la empresa lider en el mercado en inseminacion artificial. Comenzo a operar en el mercado local hace 36 anos."
Lombardi Maquinarias,Agricultura / Pesca / Ganaderia,"Alta Gracia, Cordoba","Concesionario de maquinaria agricola nueva y usada, repuestos e insumos agricolas. Gran trayectoria en el rubro, con importante stock de productos. Importantes marcas."
TeeJet Technologies,Agricultura / Pesca / Ganaderia,"Funes, Santa Fe","TeeJet Technologies S.A., una subsidiaria de Spraying Systems Co. (Wheaton, IL U.S.A.), TeeJet Technologies es una empresa lider en el Mercado mundial en el desarrollo y fabricacion de componentes para aplicacion, Sistemas de control y de gestion de datos utilizados en la produccion agricola."
Alpasion,Agricultura / Pesca / Ganaderia,"Lujan De Cuyo, Mendoza","Empresa dedicada a la elaboracion de vinos, y al turismo."
GLOBALFRESH,Agricultura / Pesca / Ganaderia,"Cinco Saltos, Rio Negro","GRUPO EMPRESARIO PERTENECIENTE AL SECTOR AGRICOLA DEDICADO A LA PRODUCCION, ALMACENAMIENTO EN FRIO Y COMERCIALIZACION DE FRUTA FRESCA DE LAS PROVINCIAS DE RIO NEGRO Y NEUQUEN."
AGROPECUARIA MISTOL ANCHO S.A.,Agricultura / Pesca / Ganaderia,"Yerba Buena, Tucuman",Agropecuaria Mistol Ancho S.A. produce granos y semillas destinados principalmente a los mercados de Sudamerica y Europa. La empresa trabaja enfocada en los requisitos de sus clientes y en la mejora de la calidad de sus procesos orientada a la generacion de valor. Esto le ha permitido situarse entre las empresas lideres de la region y generar un reconocido prestigio.
Administracion de empresas agropecuarias,Agricultura / Pesca / Ganaderia,"Tigre, Buenos Aires-GBA","Administracion de empresas agropecuarias ubicada en nordelta. Administramos distintas empresas del rubro agricolas, ganaderas, fideicomisos, exportadora de granos. Amplia experiencia en el sector. Grupo de trabajo joven y dinamico, empresa en constante crecimiento."
El Norte Cordobes S.R.L,Agricultura / Pesca / Ganaderia,"Jesus Maria, Cordoba","Empresa con gran trayectoria en la actividad agropecuaria, reconocida en la provincia de Cordoba y Santiago del Estero. Organizacion en constante crecimiento."
Empresa Pesquera,Agricultura / Pesca / Ganaderia,"Mar del Plata, Buenos Aires","Empresa dedicada a la actividad pesquera maritima, costera y de altura radicada en la ciudad de Mar del Plata - Provincia de Buenos Aires - Argentina. La misma posee una nomina de mas de 100 trabajadores."
Vinas de Animana,Agricultura / Pesca / Ganaderia,"Animana, Salta","Empresa dedicada a la vitivinicultura, produciendo actualmente 4 lineas de vinos tanto finos como en tetra brik, unicos en la region con ese sistema. Activa, 200 hectareas plantadas, 80 empleados activos."
Ginafi SRL,Agricultura / Pesca / Ganaderia,"San Salvador, Jujuy","Ginafi SRL es una empresa familiar de produccion agricola. Esta ubicada en la Provincia de Jujuy, en la localidad de Las Pampitas. Sus principales productos son Tabaco Virginia, Cana de Azucar y cultivos especiales."
tomas drysdale y cia. s.a.,Agricultura / Pesca / Ganaderia,"Retiro, Capital Federal",Actividad agropecuaria e inmobiliaria
AGROPECUARIA MISTOL ANCHO S.A.,Agricultura / Pesca / Ganaderia,"Yerba Buena, Tucuman",Agropecuaria Mistol Ancho S.A. produce granos y semillas destinados principalmente a los mercados de Sudamerica y Europa. La empresa trabaja enfocada en los requisitos de sus clientes y en la mejora de la calidad de sus procesos orientada a la generacion de valor. Esto le ha permitido situarse entre las empresas lideres de la region y generar un reconocido prestigio.
schebye,Agricultura / Pesca / Ganaderia,"San Miguel de Tucuman, Tucuman",Empresa agro industrial
BBCA Group,Agricultura / Pesca / Ganaderia,---,"We are a Mainland China-based conglomerate and are currently in the process of expanding our South American operations; our Brazilian value-added corn processing plant will commence operations next year and our South American export division is expect to continue its robust growth trajectory. Additionally, we also expect to begin factory construction in other South American countries."
Alpasion,Agricultura / Pesca / Ganaderia,"Lujan De Cuyo, Mendoza","Empresa dedicada a la elaboracion de vinos, y al turismo."
Juan Debernardi SRL,Agricultura / Pesca / Ganaderia,"Palermo, Capital Federal","Juan Debernardi S . R . L , es la empresa lider en el mercado en inseminacion artificial. Comenzo a operar en el mercado local hace 36 anos."
Lombardi Maquinarias,Agricultura / Pesca / Ganaderia,"Alta Gracia, Cordoba","Concesionario de maquinaria agricola nueva y usada, repuestos e insumos agricolas. Gran trayectoria en el rubro, con importante stock de productos. Importantes marcas."
Bellamar Estancias SA,Agricultura / Pesca / Ganaderia,"San Nicolas, Capital Federal","Empresa Agricola Ganadera, con sede central en Capital Federal y 9 campos en el interior del pais."
Pensionado Canino Rural,Agricultura / Pesca / Ganaderia,"Gral. Rodriguez, Buenos Aires",Somos un proyecto joven dedicado a distintas actividades tendientes a brindar servios de hoteleria para animales domesticos y realizar pequenas producciones peces y plantas en invernadero.
CAMPO AGRO S.R.L.,Agricultura / Pesca / Ganaderia,"Cordoba, Cordoba","Campo Agro S.R.L. inicio sus actividades en 2011, con dedicacion exclusiva a la comercializacion de agroinsumos y asesoramiento profesional a productores. Con el transcurso de los anos hemos incorporado nuevas lineas de productos, produccion de campos, canjes de cereales, servicio de pulverizacion, servicios logisticos y de almacenamiento temporario o permanente de Agroquimicos, Fertilizantes y Semillas."
Fondomonte,Agricultura / Pesca / Ganaderia,"Nunez, Capital Federal","Empresa de agro negocios, subsidiaria del grupo Almarai."
Avipec,Agricultura / Pesca / Ganaderia,"Cerrito, Entre Rios","Somos una empresa agropecuaria ubicada en la Prov. de Entre Rios, avocada principalmente a la actividad avicola, prestando servicios de crianza de pollos parrilleros. Los pilares de nuestra trayectoria son la calidad de servicios, la dedicacion y responsabilidad."
El Novillo Pampeano,Agricultura / Pesca / Ganaderia,"Pilar, Buenos Aires",Empresa Frigorifica.
FMC Quimica sa,Agricultura / Pesca / Ganaderia,"San Nicolas, Capital Federal","As a global leader utilizing advanced technologies and customer-focused research and development, FMC provides innovative and cost-effective solutions to enhance crop yield and quality by controlling a broad spectrum of insects, weeds and disease, as well as in non-agricultural markets for pest control. Our lithium products are utilized in energy storage, specialty polymers and pharmaceutical synthesis."
KLEPPE SA,Agricultura / Pesca / Ganaderia,"Cipolletti, Rio Negro","Kleppe S.A. es una empresa con 2500 empleados y 85 anos de reconocida trayectoria nacional e internacional, especializada en la produccion de manzanas, peras y cerezas de alta calidad, y pionera en la introduccion y desarrollo de nuevas variedades y tecnologias que abarcan todos los eslabones de la cadena productiva: produccion, empaque, conservacion y comercializacion."
El Timon S.R.L.,Agricultura / Pesca / Ganaderia,"Villa Constitucion, Santa Fe",Somos una empresa formada por 2 areas.
Babox S.A.,Agricultura / Pesca / Ganaderia,"Pilar, Buenos Aires","Empresa agropecuaria joven ubicada en Rauch, dedicada a la cria de ganado bovino en campo propios y arrendados. Administracion ubicada en la zona de Pilar."
Maglione Hnos y Cia SA,Agricultura / Pesca / Ganaderia,"Agronomia, Cordoba",
Arraiz,Agricultura / Pesca / Ganaderia,"Venado Tuerto, Santa Fe","Forma parte de un Grupo de Empresas, enfocadas tambien a la Industria automotriz las cuales se dedican a la fabricacion de Autopartes y Motos."
Conga SA,Agricultura / Pesca / Ganaderia,"Villa Allende, Cordoba",CONGA S.A. es una sociedad conformada hacia finales de 2012 con la intencion de desarrollar un proyecto de ganaderia bovina bajo la modalidad de invernada y actividad de cria.
AGROALIANZAS SRL,Agricultura / Pesca / Ganaderia,"Funes, Santa Fe",Mayorista en comercializacion de materias primas para la elaboracion de alimentos Balanceados.
Agropecuaria Patagonica del Sur SA,Agricultura / Pesca / Ganaderia,"Tandil, Buenos Aires","Empresa dedicada a la sistematizacion de suelos para riego por gravedad, la empresa cuenta con equipos de ultima tecnologia, La Empresa se ubica a 50 km de Chimpay, en el valle del rio colorado."
"NUTRIPOLLO ""Tradicion en pollos""",Agricultura / Pesca / Ganaderia,"Maipu, Mendoza","NUTRIPOLLO S.A. ES UNA EMPRESA DEDICADA AL SECTOR AVICOLA, ENCARGADA DE LA CRIANZA DE AVES DE CORRAL, FAENA Y COMERCIALIZACION TANTO DE POLLO VIVO COMO FAENADO."
MARTELLETTI hnos,Agricultura / Pesca / Ganaderia,"Chivilcoy, Buenos Aires","La Mision que compartimos en Martelletti Hnos. es ser una empresa comprometida con la satisfaccion de las necesidades de la comunidad a traves de la transformacion de los insumos basicos, energia y agua, en alimentos."
AGROPECUARIO S.R.L,Agricultura / Pesca / Ganaderia,"San Salvador, Jujuy","Los Agropecuarios SRL es una empresa dedicada al agregado de valor de productos provenientes de granos, desde la produccion primaria hasta la produccion de cerdos y alimentos en una granja propia. Es una empresa con un crecimiento insipiente en la provincia de Jujuy siendo una de las principales exportadoras de granos."
