Empresa,Area,Ubicacion,Descripcion
agrodinco s.a.,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Diseno, interventoria y construccion de infraestructura agropecuaria. Ademas presta servicios de fotogrametria. Diseno de plantaciones, levantamientos topograficos."
Hortoplant,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Empresa dedicada a la distribucion de semillas. plantaciones de banano, frutas, flores, se manejan todo tipo de semillas para cualquier necesidad del agricultor"
"Unipalma, S.A.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Empresa agricola dedicada a la siembra y produccion de la palma africana aceitera de crecimiento constante, creando beneficios evidentes para nuestros clientes.."
"Maderas El Alto, S. A.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Parte de una gran familia empresarial, Maderas El Alto fundada en 1975, una de las empresas lideres en la elaboracion de productos derivados de la madera."
Naturaceites,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Somos una organizacion guatemalteca con mas de 25 anos de experiencia. Nos dedicamos a la produccion , extraccion refinamiento y comercializacion de aceite de palma; administramos toda la linea de desarrollo de producto, lo que nos permite garantizar una alta calidad en el mercado industrial, mayorista y envasado."
Semiagro,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Somos una empresa dedicada a la importacion, venta y distribucion de semillas e insumos agropecuarios (semillas de pasto, hortalizas, agroquimicos, jardinerias, articulos para mascotas, muebles plegables)"
Maxiagro,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Prestacion de servicios de cualquier clase, asi como ejercer el comercio en cualquiera de sus formas, incluyendo actividades agricolas, agropecuarias, comerciales e industriales, inmobiliaria, de construccion especial; y demas que consten en la Escritura Constitutiva de la Sociedad"
"Paraiso Springs, A.G. y Cia Ltda.",Agricultura / Pesca / Ganaderia,"Amatitlan, Guatemala",Empresa dedicada al cultivo y la produccion de Tilapia para su exportacion. Desarrollando todos los procesos desde su crianza hasta productos terminados y sub-productos.
"INAGRO, SOCIEDAD ANONIMA",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",---
Palo Blanco S.A.,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Palo Blanco es una compania con una larga tradicion de trabajo, dedicacion y excelencia."
Caoba Farms,Agricultura / Pesca / Ganaderia,"Antigua Guatemala, Sacatepequez","Caoba Farms es mucho mas que ""solo"" una familia de granjas organicas y sostenibles. Nuestras granjas se han convertido en puntos de reunion de la comunidad, ofreciendo tours, oportunidades de voluntariado, mercaditos semanales, un restaurante de granja a mesa, una tienda y mucho mas."
Caravela Coffee,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Empresa multinacional del sector cafetalero, con operaciones de origen en 8 paises latinoamericanos (Colombia, Ecuador, El Salvador, Guatemala, Honduras, Mexico, Nicaragua y Peru), asi como operaciones de importacion en Australia, Europa y America del Norte. Contamos con un equipo de mas de cien profesionales del cafe. Operamos casi cuarenta laboratorios cupping, a menudo en lugares remotos. Trabajando bajo estandares de calidad y excelencia."
La Colina S A,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Empresa dedicada a la elaboracion de productos Lacteos, los cuales se distribuye en todo el pais.. Generando empleos en el area administrativo como tambien en el area de produccion."
Molinos Modernos,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",Empresa Multinacional dedicada a la produccion y comercializacion de harinas y productos derivados de cereales
