Empresa,Area,Ubicacion,Descripcion
Grupo Sahara,Agricultura / Pesca / Ganaderia,"Escazu, San Jose",Empresa dedicada a la exportacion de banano y a la produccion de huevos
Tecnoagricola de Centroamerica SA,Agricultura / Pesca / Ganaderia,"Belen, Heredia",Agencia de maquinaria agricola.
ALQUILERES Y EVENTOS BRECHA,Agricultura / Pesca / Ganaderia,"Heredia, Heredia",1 KM SUR DEL CEMENTERIO DE SAN ISIDRO DE HEREDIA
Tecnoagricola de Centroamerica SA,Agricultura / Pesca / Ganaderia,"Belen, Heredia",Agencia de maquinaria agricola.
Gentra de Costa Rica S.A.,Agricultura / Pesca / Ganaderia,"Santo Domingo, Heredia","Es una empresa con amplia experiencia en el sector agropecuario que se dedica a la venta de Basculas de pesaje para el sector Bananero y Ganadero, asi como la venta de insumos agropecuarios"
"Covertech Corporation, S. A.",Agricultura / Pesca / Ganaderia,"Goicoechea, San Jose","Somos una empresa dedicada a la importacion y venta directa al por mayor y detalle de de plasticos, mallas, cover, mulch, fibra de coco, tuneles para la creacion invernaderos"
Multiservicios El Jardinero,Agricultura / Pesca / Ganaderia,"Escazu, San Jose","Somos una empresa dedicada al servicio Outsoursing en mantenimiento de Jardines y limpieza en condominios, embajadas, colegios privados, oficinas. Uno de nuestros objetivos es el de generar empleo a personas que tienen poca escolaridad e impulsarlos, formarlos y colaborarle a la sociedad generando empleo en esta poblacion. Adicional tenemos nuestras oficinas administrativas desde donde se da toda la coordinacion outsoursing."
Frutas y Verduras Copeygua,Agricultura / Pesca / Ganaderia,"Perez Zeledon, San Jose","Cadena de distrubucion de Frutas y Vejetales. Una empresa dedicada a la comercializacion y produccion de Frutas, Vegetales y Verduras. La empresa tambien produce y comercializa Carne de Trucha, en la zona de los Santos."
INDUSTRIAS BUENOS AIRES SOCIEDAD ANONIMA,Agricultura / Pesca / Ganaderia,"Belen, Heredia","Empresa dedicada con mas de 30 anos en el mercado de la venta venta de productos carnicos a nivel nacional, Ademas empresa catalogada como carbono neutro."
OLEFINAS C R SOCIEDAD ANONIMA,Agricultura / Pesca / Ganaderia,"Heredia, Heredia","ES UNA EMPRESA UBICADA EN HEREDIA QUE SE ENCUENTRA EN EL MERCADO CON UNA LARGA TRAYECTORIA A NIVEL NACIONAL, DEDICADA A LA VENTA Y COMERCIALIZACION DE PLASTICO CONTAMOS CON UNA GRAN GAMA DE PRODUCTOS PARA SATISFACER TANTO EL MERCADO NACIONAL COMO INTERNACIONAL"
Interfrutd,Agricultura / Pesca / Ganaderia,"Heredia, Heredia",Aproximadamente tiene 30 anos en el mercado. y es una empresa dedicada a la comercializacion de productos agricolas.
Caribbean Best S.A.,Agricultura / Pesca / Ganaderia,"Escazu, San Jose",Empresa Exportadora
Dura Flor S.A,Agricultura / Pesca / Ganaderia,"Palmares, Alajuela",Dura Flor S.A es una empresa dedicada a la produccion de plantas.
Propica S.A.,Agricultura / Pesca / Ganaderia,"San Jose, San Jose","Propica es una pequena compania agricola dedicada al procesamiento de chile picante y de pimienta como materia prima con el fin de venderlo a otras companias a nivel nacional e internacional para la elaboracion de salsa, aderezos o cualquier otro uso que le quieran dar. Tenemos operaciones en San Carlos y San Jose."
Agropecuaria El Tomate C.A.,Agricultura / Pesca / Ganaderia,Extranjero,"La empresa esta orientada a la cria levante y ceba de ganado bovino, asi como la elaboracion de quesos. Esta ubicada al oriente de Venezuela"
Cultimarine SAC,Agricultura / Pesca / Ganaderia,Extranjero,Empresa dedicada al cultivo y criadero de conchas de abanico y tilapia para su exportacion.
El Tremedal,Agricultura / Pesca / Ganaderia,"San Carlos, Alajuela",Empresa productora de pina para exportacion a Europa y Estados Unidos.
Fidesplants,Agricultura / Pesca / Ganaderia,Alajuela,"Empresa Multinacional con mas de 22 anos de experiencia, dedicada a la produccion y exportacion de esquejes a Europa, Norteamerica, entre otros."
Tilapias del Sol S.A.,Agricultura / Pesca / Ganaderia,"Bagaces, Guanacaste",Somos una empresa dedicada al cultivo y exportacion de tilapia.
ECRojas,Agricultura / Pesca / Ganaderia,Alajuela,Empresa familiar dedicada al cultivo de productos agricolas (en proceso de ampliacion) ubicado en Aguas Zarcas de San Carlos.
Advance Packing,Agricultura / Pesca / Ganaderia,"Pococi, Limon","Advance Packing es una empresa agroindustrial que se dedica al procesamiento de raices, tuberculos y otros vegetales, con destino a Estados Unidos y Puerto rico Principalmente"
jardineria Reina de las flores S.a,Agricultura / Pesca / Ganaderia,"Cartago, Cartago",OBJETIVO: BRINDAR PLANTAS DE CALIDAD A TODOS NUESTROS CLIENTES Especialistas en produccion de pastoras navidenas y plantas hornamentales
Repuestos Agricolas y de Trabajo de CA,Agricultura / Pesca / Ganaderia,San Jose,Nos dedicamos a la venta de respuestos para maquinaria agricola y equipo pesado.
Tropifrost S.A.,Agricultura / Pesca / Ganaderia,"Escazu, San Jose",Fundada en 1989 Tropifrost se dedica a procesar y congelar frutas y vegetales tropicales para la exportacion. Contamos con oficinas en Escazu y planta de proceso y campos frutales en Sarapiqui. Empleamos entre 250 y 400 personas.
Intercambio Comercial,Agricultura / Pesca / Ganaderia,"San Jose, San Jose",Importante empresa de agroquimicos
Cahuita,Agricultura / Pesca / Ganaderia,"Sarapiqui, Heredia","Una empresa costarricense, propiedad de inversionistas nacionales y extranjeros que se dedican a la produccion, empaque y exportacion de pina fresca."
Agricola Exportadora,Agricultura / Pesca / Ganaderia,San Jose,Exportacion plantas ornamentales
Distribuidora de carnes macar,Agricultura / Pesca / Ganaderia,Heredia,Distribucion de carnes a nivel nacional
Foragro,Agricultura / Pesca / Ganaderia,San Jose,"Somos una empresa regional con una trayectoria de 25 anos en el mercado, posicionandonos entre los primeros en su rama, ofreciendo calidad y excelentes productos para el cuidado y saneamiento de los cultivos."
"Terminales del Pacifico, S.A.",Agricultura / Pesca / Ganaderia,"Belen, Heredia","Compania que se dedica a la formulacion de fertilizantes bajo requerimientos especificos de nuestros clientes, para Costa Rica y otros paises de America, con oficinas principal en Costa Rica y planta de produccion en Guanacaste. Desarrollamos nuestras operaciones con base en nuestras valores corporativos, aplicando estandares de calidad bajo normas ISO 9001:2008, ISO 14000 y OSHA 18000."
Instituto Interamericano de Cooperacion para la Agricultura,Agricultura / Pesca / Ganaderia,"San Jose, San Jose","El Instituto Interamericano de Cooperacion para la Agricultura (IICA), es el Organismo especializado en agricultura del Sistema Interamericano de la OEA. Tiene presencia en 34 paises de America y el Caribe, con su Sede Central en San Jose, Costa Rica. El IICA unicamente recibe ofertas de servicio por medio de sapiens.iica.int:8501."
Exportadora PMT .S.A,Agricultura / Pesca / Ganaderia,"Santa Ana, San Jose","Exportadora PMT S.A. se dedica a la exportacion de productos del mar, comercialicacion de mariscos mercado nacional, produccion y comercializacion de estereofon y concentrados de frutas"
Cooperativa Agricola Industrial Victoria R.L.,Agricultura / Pesca / Ganaderia,"Grecia, Alajuela",Empresa agro-industrial dedicada a la produccion de azucar y cafe principalmente.
Dennise S.A.,Agricultura / Pesca / Ganaderia,Heredia,"Empresa en iniciacion, con amplias espectativas en el mercado."
Verdes de Perfecta Calidad,Agricultura / Pesca / Ganaderia,Alajuela,Empresa Dedicada a la Exportacion de Helechos (Hoja de cuero)
"Wasabe, S.A.",Agricultura / Pesca / Ganaderia,Heredia,"Importacion, exportacion y distribucion de productos frescos."
Transunion S.A.,Agricultura / Pesca / Ganaderia,"Sarapiqui, Heredia",Empresa dedicada a la produccion de pina.
"Swissmex-Rapid, S.A.. de C.V.",Agricultura / Pesca / Ganaderia,Extranjero,"Fabricarnte de maquinaria agicola: fumigadoras manuales, para tractor, fertilizadoras y cosechadoras de forraje principalmente. Exportamos a mas de 40 paises."
Mia,Agricultura / Pesca / Ganaderia,San Jose,Liugviyg
GAGGAA Inversiones S de RL de CV,Agricultura / Pesca / Ganaderia,Extranjero,"Somos una empresa pequena que esta desarrollando un proyecto de agricultura de bajo uso de pesticidas. Tenemos un area piloto de Banano y papaya. Necesitamos un(a) Joven Agronomo, sin temor al trabajo de campo, con fuerza fisica y capacidad intelectual para desarrollar los projectos, con deseos de superacion, y con projeccion a futuro trabaje sin supervision y supervise a los trabajadores. Estamos Ubicados en Merida, Yucatan, Mexico. Contactanos al correo ********@hotmail.com"
Corporacion Agricola Del Monte,Agricultura / Pesca / Ganaderia,San Jose,"Nos indican que la demos de baja desde ****@freshdelmonte.com crearon otro usuario u: delmonte //////////////////////////////////////////////////////////////// Del Monte Fresh es una empresa dedicada a la produccion y exportacion de fruta fresca alrededor del mundo. Tiene presencia en mas de 50 paises con una fuerza laboral de aprox. 45.000 empleados a nivel mundial. En Costa Rica, es la primera exportadora de fruta fresca para lo cual tiene extensas plantaciones de banano en la zona atlantica y de pina en la zona sur y norte del pais; tambien posee plantaciones de melon en Guanacaste. Tiene 40 anos de haberse iniciado en el pais y su casa Matriz esta en Estados Unidos."
Hidro Plant,Agricultura / Pesca / Ganaderia,"Belen, Heredia",Sistemas de Riego e Invernaderos
Asociacion de Productores de Leche Tecnificados,Agricultura / Pesca / Ganaderia,Cartago,"Es una Asociacion sin fines de lucro integrada por productores de leche que entregan su produccion a la planta Sigma Alimentos que procesa productos como quesos Del Prodo, yogures Yoplait y otros. La Asociacion tiene 10 anos de fundada y su objetivo es buscar servicios de calidad para sus asociados."
Agroambiente de Costa Rica,Agricultura / Pesca / Ganaderia,San Jose,Dedicada a la elaboracion y venta de productos especializados para el tratamiento de plantaciones agricolas.
Azucarera El Viejo,Agricultura / Pesca / Ganaderia,Guanacaste,Azucarera El Viejo S.A. es una empresa agroindustrial dedicada a la produccion y procesamiento de la cana de azucar.
Agropical,Agricultura / Pesca / Ganaderia,Extranjero,"Empresa dedicada a la agricultura. Produccion y comercializacion de platano, naranja, limon y plantaciones forestales tropicales. 25 anos de experiencia con su sede en el Sureste de Mexico."
Advance Packing,Agricultura / Pesca / Ganaderia,Limon,Somos una empresa exportadora de tuberculos.
Rancho San Jeronimo,Agricultura / Pesca / Ganaderia,"Liberia, Guanacaste",Rancho agrigola y ganadero
"Bellos Jardines Sabanilla, S.A.",Agricultura / Pesca / Ganaderia,San Jose,Servicio de paisajismo y mantenimiento de jardines a nivel comercial y residencial.
"Canaveral, S.A.",Agricultura / Pesca / Ganaderia,"Alajuela, Alajuela",Empresa agricola con actividades de siembra y mantenimiento de cultivos y jardines
Obashe S.A,Agricultura / Pesca / Ganaderia,Heredia,Empresa dedicada a la exportacion de flores desde hace 27 anos
Florana Farms,Agricultura / Pesca / Ganaderia,Extranjero,"Florana Farms S.A. produce una amplia gama de rosas super premium, follajes, flores tropicales y de bambu. Fundada hace 20 anos, somos una empresa dinamica e innovadora ecuatoriana que ofrece productos de alta calidad con los avances tecnologicos y la aplicacion de elementos organicos que protegen no solo a nuestros trabajadores, sino tambien el medio ambiente."
Helechos Irazu,Agricultura / Pesca / Ganaderia,"Paraiso, Cartago",Empresa exportadora de plantas ornamentales.
Jioly,Agricultura / Pesca / Ganaderia,Alajuela,"Exportadora de Fruta a Europa, abriendo oficinas en Alajuela."
Financiall Services Corporation,Agricultura / Pesca / Ganaderia,"Vasquez de Coronado, San Jose",Empresa Agroindustrial dedicada a la produccion de productos lacteos y cria de ganado lechero.
Kani Mil Novecientos Uno S.A.,Agricultura / Pesca / Ganaderia,"Cartago, Cartago","Somos una empresa agroindustrial que nace en el ano 1997 al calor de nuestras mas queridas tradiciones familiares, con el sabor de la sopa negra, los casados y el gallo pinto.El frijol es parte de nosotros, por eso quisimos ser una agroindustria especializada en la produccion y comercializacion de frijoles negros y rojos.Con esta idea germino nuestra compania y por eso nos llamamos KANI, que, en dialecto indigena Cabecar, significa frijol. A traves de los anos sentimos la demanda de nuestros consumidores de poder suministrar toda la linea de frijoles procesados, junto a otro producto que es complemento y parte de la dieta de los costarricenses, para que les garantizara a traves de su marca Don Pedro un producto de calidad , sueltito y blanquito, y es asi como a partir del mes de abril del 2012, sale al mercado Arroz Don Pedro."
"Ticoproducts, S.A.",Agricultura / Pesca / Ganaderia,San Jose,"TICOPRODUCTS, S.A. es una empresa dedicada a la exportacion de fruta fresca especialmente al mercado europeo."
"Cia, Merc. e Ind. Alvarado Jurado Ltda.",Agricultura / Pesca / Ganaderia,San Jose,Empresa cafetales con fincas propieas en Curridabat y Orosi.
"Finca San Jeronimo de C.R., S.A.",Agricultura / Pesca / Ganaderia,"Liberia, Guanacaste",Empresa con mas de 15 anos dedicada a la ganaderia de cria y engorda.
Luis Barrientos Acuna,Agricultura / Pesca / Ganaderia,"Vasquez de Coronado, San Jose",Empresa dedicada a la siembra y distribucion principalmente de tomate/
Supesa,Agricultura / Pesca / Ganaderia,"Heredia, Heredia",Produccion e importacion de productos pecuarios.
Productora y Exportadora de Alimentos,Agricultura / Pesca / Ganaderia,"Cartago, Cartago",Productora y Exportadora de todo tipo de salsas picantes como marca privada.
Productora y Exportadora de Alimentos,Agricultura / Pesca / Ganaderia,Cartago,Productora y exportadora de productos alimenticios bajo el concepto de marca privada.
Agrood Fruits S.A.,Agricultura / Pesca / Ganaderia,"Escazu, San Jose","Empresa dedicada a la exportacion de fruta y vegetales frescos a EUROPA, ASIA Y USA."
Exportadora,Agricultura / Pesca / Ganaderia,"Paraiso, Cartago","Exporter company of flowers and unrooted cuttings located in Paraiso, Cartago."
Panamerican Woods,Agricultura / Pesca / Ganaderia,San Jose,Es una empresa dedicada a la exportacion de madera de teca
Rio Tapezco Ltda,Agricultura / Pesca / Ganaderia,"San Jose, San Jose",Empresa exportadora de flores frescas
Coopeagropal R.L.,Agricultura / Pesca / Ganaderia,"Corredores, Puntarenas","COOPEAGROPAL RL, es una cooperativa que se ha convertido en una gran fuente de desarrollo para el Valle del Coto Sur... Una realidad que se ha construido gracias al esfuerzo y dedicacion de miles de personas... Una realidad que se proyecta hacia el futuro con una sola idea: el progreso..."
Exportadora de platano,Agricultura / Pesca / Ganaderia,"San Jose, San Jose",Dedicada a la plantacion de platano zona talamanca
El Pelon de la Bajura S.A.,Agricultura / Pesca / Ganaderia,"Santa Ana, San Jose","Empresa dedicada a la produccion, industrializacion y comercializacion de productos alimenticios"
Mar Profundo,Agricultura / Pesca / Ganaderia,"Alajuela, Alajuela","Nos encontramos posicionados en el mercado nacional, bajo la marca registrada Mar Profundo, cedula juridica 3-101-155686, somos proveedores de clientes tan exclusivos y exigentes como lo son: Pricesmart de Costa Rica, Belca Food Service, Supermercado Cristal, Baxter Productos Medicos, Laboratorios Griffith, Smalley Development S.A., Supermercados BM, entre otros. Ademas nos encontramos brindando servicios de exportacion de Atun Fresco al mercado de Miami"
Red Generativa,Agricultura / Pesca / Ganaderia,"Montes de Oca, San Jose","Empresa dedicada a la regeneracion de la sociedad a partr de la regeneracion de la tierra. Hacemos agricultura regenerativa, por medio del diseno y la administracion de fincas organicas, comercializacion de productos organicos y artesanales en todo el pais."
Grupo Duwest,Agricultura / Pesca / Ganaderia,---,"Grupo Duwest se forma como una corporacion, la cual ha sido formada por las divisiones agricola y de recubrimientos, las cuales se dedican a la fabricacion, comercializacion y venta de sus productos."
Fruta Selecta S.A.,Agricultura / Pesca / Ganaderia,"Orotina, Alajuela","Nos dedicamos a la siembra de diferentes frutas de la zona, distribuyendo tanto en la zona como a nivel nacional e internacional. Empresa nueva de capital familiar cuyo objetivo es ayudar en la zona de Orotina suministrando empleo."
Carnes Hikisa,Agricultura / Pesca / Ganaderia,"Cartago, Cartago","Empresa dedicada a la ventas de productos carnicos la por menor y mayor con varios anos en el mercado, ofreciendo productos de calidad a nivel nacional."
Agricola Agromonte,Agricultura / Pesca / Ganaderia,"Alajuela, Alajuela",Empresa Pinera
Graneles y Concentrados del Pacifico S.A,Agricultura / Pesca / Ganaderia,"Puntarenas, Puntarenas","Graneles y Concentrados del Pacifico S.A, es una empresa que se tiene como fin brindarle servicios de almacenamiento y logistica de transporte de granos de uso agropecuario; en la zona es la empresa de mayor capacidad de almacenamiento en sistema de bodegas planas."
Pacific Fresh Foods S.A.,Agricultura / Pesca / Ganaderia,"Escazu, San Jose","Somos una empresa dedicada a la exportacion y comercializacion de productos frescos perecederos como banano, pina, limon, contamos con operaciones en algunos paises de Las Americas."
