Empresa,Area,Ubicacion,Descripcion
Estudios e Inversiones Viveros Hijuelas LTDA,Agricultura / Pesca / Ganaderia,"Hijuelas, Valparaiso","Laboratorio dedicado a ofrecer servicios integrales de tejidos In Vitro, produccion de material vegetal libre de virus y propagacion masiva de plantas. Treinta anos de experiencia e infraestructura del mas alto nivel nacional e internacional."
Invertec Pacific Seafood S.A.,Agricultura / Pesca / Ganaderia,"Coquimbo, Coquimbo","Empresa dedicada al procesamiento de ostiones congelados. Los ostiones se reciben frescos desde el cultivo, pasando por etapas de desconche, eviscerado y congelado."
AGRICOLA,Agricultura / Pesca / Ganaderia,"Santiago - Providencia, R.Metropolitana",empresa dedicada a la produccion y procesamiento de fruta de exportacion. Hoy opera un total de 5 campos fruticolas con 200 Ha plantadas en Chile y 1 plantas de procesamiento de fruta
ACME CHILE SPA,Agricultura / Pesca / Ganaderia,"Curacavi, Los Lagos",Empresa dedicada al proceso de salmon que entre sus caracteristicas principales se presentan estabilidad y buen ambiente laboral. Tenemos movilizacion de acercamiento para nuestros colaboradores y sueldo acorde al mercado.
South Andes Fruit and Forestry Company S.A.,Agricultura / Pesca / Ganaderia,"Santiago - Las condes, R.Metropolitana","Empresa que nacio hace 15 anos atras, en la ciudad de paillaco ubicada en la region del los rios. su giro son las actividades agricolas y forestales."
Atecsasur eirl,Agricultura / Pesca / Ganaderia,"Castro, Los Lagos","Empresa de Asistencia Tecnica Alimentaria con casa matriz en la ciudad de Castro, Chiloe cuyos principales actividades son las de prestar servicios de apoyo tecnico a empresas productoras de alimentos para consumo humano, siwndo su cobertura de indole nacional."
Exser Ltda.,Agricultura / Pesca / Ganaderia,"San Felipe, Valparaiso","EMPRESA DEDICADA A LA EXPORTACION DE FRUTA FRESCA, SOLO SE TRABAJA POR TEMPORADAS"
K Y C SEAFOODS LIMITADA,Agricultura / Pesca / Ganaderia,"Arica, Arica y Parinacota","Empresa dedicada a la elaboracion, comercializacion de productos marinos para consumo humano, ubicada en la ciudad de Arica, tiene como objetivo convertirse en un lider en la exportacion de productos marinos en la Region de Arica y Parinacota."
CARNES SUSARON,Agricultura / Pesca / Ganaderia,"Santiago Centro, R.Metropolitana","Susaron es una reconocida empresa de origen familiar, con mas de 45 anos abasteciendo al mercado nacional. Ofreciendo a sus clientes los mejores productos, al mas bajo precio. Con un continuo crecimiento en puntos de ventas, productos comercializados, salas de procesos e instalaciones de frio para la elaboracion y almacenamiento de nuestros productos. Todo esto, acompanado con las mas modernas y ultimas tecnologias."
Alimentos y Frutos S.A.,Agricultura / Pesca / Ganaderia,"Santiago - Quilicura, R.Metropolitana","Alimentos y Frutos S.A. Es una empresa agroindustrial dedicada a la produccion, comercializacion y distribucion de frutas y verduras frescas y congeladas, tanto en el mercado nacional como en el de exportacion."
Saspa,Agricultura / Pesca / Ganaderia,"Talagante, R.Metropolitana","Santiago Agrisupply Spa, Empresa del rubro Agroindustrial ubicada en la comuna de Talagante, es una empresa que exporta fruta congelada en diferentes formatos a Japon."
GSN Business Solution SA de CV,Agricultura / Pesca / Ganaderia,---,Somos GSN Business Solution compania mexicana que comercializa conservas de atun y sardina en diferentes presentaciones y representamos a una prestigiada marca de nuestro pais
Jaime Soler e Hijos,Agricultura / Pesca / Ganaderia,"Curico, Maule","Jaime Soler e Hijos S.A., es una empresa familiar dedicada a la fabricacion y comercializacion de carnes y cecinas de cerdo ubicada en la ciudad de Curico, en la Region del Maule. Fue fundada en 1942 por Jaime Soler Mallafre, siendo su primera ubicacion la calle Montt 150."
Sociedad de Inversiones Carmencita Ltda.,Agricultura / Pesca / Ganaderia,"Calera de Tango, R.Metropolitana","Empresa dedicada a la exportacion de miel, con mas de 15 anos endulzando la vida de las familias en el mundo."
Fundo El Delirio SA,Agricultura / Pesca / Ganaderia,"Rengo, Libertador B. O Higgins",Produccion de fruta para exportacion
Bethania Ltda.,Agricultura / Pesca / Ganaderia,R.Metropolitana,Produccion y comercializacion de aceite de oliva
Exportadora Campofrut Ltda.,Agricultura / Pesca / Ganaderia,"Curico, Maule",Campofrut es una empresa dedicada al servicio de frio y proceso de embalaje de fruta.
Agricola y Ganadera Campazo,Agricultura / Pesca / Ganaderia,Libertador B. O Higgins,
P.Johnson,Agricultura / Pesca / Ganaderia,R.Metropolitana,Empresa dedicada a la construccion y mantencion de areas verdes.
Litar,Agricultura / Pesca / Ganaderia,"Colina, R.Metropolitana",Servicios agricolas y venta de insunos
Agroelite Ltda,Agricultura / Pesca / Ganaderia,"Olivar, Libertador B. O Higgins",Produccion y exportacion de fruta fresca
Forestal Horcones,Agricultura / Pesca / Ganaderia,Los Lagos,"Empresa que presta servicios de cosecha de bosques con torres de madereo y tractores dentro y fuera del pais desde el ano 1996, Las oficinas principales se encuentran en la region de Los Rios ,en la ciudad de San Jose de la mariquina. Esta empresa es diriga por su dueno y tiene una dotacion de 187 trabajadores"
Omni Nuts & Fruits S.A.,Agricultura / Pesca / Ganaderia,"Alhue, R.Metropolitana","OMNI NUTS & FRUITS S.A., empresa importadora y exportadora de productos alimenticios, con presencia nacional e internacional, tiene como mision ser la empresa lider en el abastecimiento de frutos secos y deshidratados. Para lograr nuestra mision, definimos los siguientes objetivos: - Estar comprometida firmemente en crear una cultura de mejoramiento continuo. - Garantizar permanentemente la satisfaccion de nuestros clientes. - Mantener tecnologia e infraestructura que nos permitan obtener productos inocuos y de alta calidad, cumpliendo con las normativas establecidas por el mercado. Aprovechando el conocimiento adquirido durante anos de cultivo y comercializacion del pistacho en diversas partes del mundo, la familia Agah-Arjmand llega a Chile en el ano 2000 para expandir su alcance al mercado Latino Americano. Asi nace Omni Nuts & Fruits, empresa dedicada al procesamiento y comercializacion de frutos secos, semillas, nuts y frutas deshidratadas de alta calidad, para el mercado nacional y mundial. Lo que en un principio fue una empresa de solo cuatro personas, hoy se ha convertido a una industria lider en la que trabajan mas de 67 personas, que provee a distintas multinacionales en la industria alimenticia. OMNI NUTS & FRUITS S.A. se compromete a contar con un equipo de trabajo del mas alto nivel de compromiso, manteniendo un ambiente de trabajo grato y de constante desarrollo de sus capacidades. Esto se transforma en la base, que permite a la organizacion mejorar continuamente la eficacia de sus procesos."
Ruta Food Ltda,Agricultura / Pesca / Ganaderia,R.Metropolitana,Distribucion de Productos Alimenticios.
Servicios Industriales Reyes Y Moreno Ltda,Agricultura / Pesca / Ganaderia,Valparaiso,Empresa Dedicada a la bioseguridad de Plantas Faenadoras y Procesadoras de productos Carnicos. Certifcada IS0: 9001-2000
Agrocomercial Codigua Ltda.,Agricultura / Pesca / Ganaderia,"Alhue, R.Metropolitana",Emrpesa Agrocomercial de Lacteos.
Inversiones Petorca Limitada,Agricultura / Pesca / Ganaderia,"Alhue, R.Metropolitana",Empresa agricola dedicada al cultivo y ganaderia
Inglobo Chile,Agricultura / Pesca / Ganaderia,"Rancagua, Libertador B. O Higgins","Inglobo Chile, es una Empresa que asiste en la gestion de calidad a Exportadores, Productores y otras Empresas del sector Agricola y Agroindustrial Chileno, durante las diferentes etapas del proceso, produccion, almacenaje y distribucion de los productos. Nuestro equipo de trabajo esta conformado por Ingenieros Agronomos y Tecnicos Agricolas con amplia experiencia, quienes a su vez dirigen, supervisan y lideran al grupo de Inspectores"
Andes Service,Agricultura / Pesca / Ganaderia,Maule,---
Vina Santa Cruz,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Juan Henriquez Marich,Agricultura / Pesca / Ganaderia,Libertador B. O Higgins,---
Strategos Consultoria y Servicios,Agricultura / Pesca / Ganaderia,"Quillota, Valparaiso",---
Surcorp S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Servasur Ltda.,Agricultura / Pesca / Ganaderia,"Puerto Montt, Los Lagos",---
Agricola Santa Carmen,Agricultura / Pesca / Ganaderia,"Colina, R.Metropolitana",---
Selecion de Personal Rancagua,Agricultura / Pesca / Ganaderia,"Rancagua, Libertador B. O Higgins",---
Agricola y Comercial Santa Camila S.A.,Agricultura / Pesca / Ganaderia,"Talca, Maule",---
Agricola San Andres,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Pacific Star,Agricultura / Pesca / Ganaderia,"Quellon, Los Lagos",---
Salmones Multiexport,Agricultura / Pesca / Ganaderia,Los Lagos,---
Sof South Organic Fruits S.A.,Agricultura / Pesca / Ganaderia,"Chillan Viejo, Biobio",---
agricola Manantiales ltda,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Vbm,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
PIA Chile,Agricultura / Pesca / Ganaderia,"Alhue, R.Metropolitana",---
Colun,Agricultura / Pesca / Ganaderia,"Iquique, Tarapaca",---
Ditzler Chile Ltda.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Dukraft. Comercial,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Parques Johnson Limitada,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
David Del Curto S.A.,Agricultura / Pesca / Ganaderia,"Valparaiso, Valparaiso",---
Agricola EU Ltda,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Meat Service,Agricultura / Pesca / Ganaderia,"Penaflor, R.Metropolitana",---
Cuyckens Chile Ltda,Agricultura / Pesca / Ganaderia,Biobio,---
Mantener Areas Verdes,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Agromen,Agricultura / Pesca / Ganaderia,Biobio,---
Algas Vallenar,Agricultura / Pesca / Ganaderia,"Vallenar, Atacama",---
Hidrotango Ltda,Agricultura / Pesca / Ganaderia,"Calera de Tango, R.Metropolitana",---
Aquamont SA,Agricultura / Pesca / Ganaderia,Los Lagos,---
Atenea Consultores,Agricultura / Pesca / Ganaderia,"Temuco, Araucania",---
Ata,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Inversiones Montallegro Ltda,Agricultura / Pesca / Ganaderia,"Coltauco, Libertador B. O Higgins",---
Ganadera Abaroa S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Anagra s.a,Agricultura / Pesca / Ganaderia,Biobio,---
Andes Connections SA,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
David Del Curto S.A.,Agricultura / Pesca / Ganaderia,Libertador B. O Higgins,---
American International Equipment & Parts Ltda,Agricultura / Pesca / Ganaderia,Tarapaca,---
"Agricola SCC, Carolina Ojeda",Agricultura / Pesca / Ganaderia,"Purranque, Los Lagos",---
Apostoles SA,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Vicorp S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Tinsa,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Comunidad Mercado de la Vega,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Trust Control International S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Agricola Los Valles SA,Agricultura / Pesca / Ganaderia,Libertador B. O Higgins,---
Vivero sur Ltda,Agricultura / Pesca / Ganaderia,"Maule, Maule",---
Agricola San Carlos Ltda,Agricultura / Pesca / Ganaderia,"Calera de Tango, R.Metropolitana",---
DR Ltda,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Porkland Chile S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Socosur Ltda.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
rodrigo Frias Pinaud,Agricultura / Pesca / Ganaderia,Los Lagos,---
Servicios Profesionales,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Paisaje Forestal,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Com. Intern. Palo Alto Chile S.A.,Agricultura / Pesca / Ganaderia,"Lolol, Libertador B. O Higgins",---
Nippon Meat Packers,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
El Porvenir,Agricultura / Pesca / Ganaderia,"San Pedro, R.Metropolitana",---
Vina Casal de Gorchs,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Comercial Franchile EIRL,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Forestal Rio Claro Ltda,Agricultura / Pesca / Ganaderia,"Paine, R.Metropolitana",---
Fundo San Victor,Agricultura / Pesca / Ganaderia,"Rancagua, Libertador B. O Higgins",---
Importaciones Fullimex Ltda,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Fundo Santa Cecilia,Agricultura / Pesca / Ganaderia,"Paine, R.Metropolitana",---
Empresas Altamira Limitada,Agricultura / Pesca / Ganaderia,"Santiago Centro, R.Metropolitana",---
Villegas y Berrios ltda,Agricultura / Pesca / Ganaderia,"Rancagua, Libertador B. O Higgins",---
Agricola Dos Montes Ltda,Agricultura / Pesca / Ganaderia,Los Lagos,---
Paisajismo Agro raices,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Exportadora Agroberries Ltda,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Comercial Agropecuaria Agral Ltda.,Agricultura / Pesca / Ganaderia,"Temuco, Araucania",---
Alisur S.A.,Agricultura / Pesca / Ganaderia,"San Pablo, Los Lagos",---
Quimica Industrial Spes S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Agencia de Aduana Hernan Telleria y Cia. Ltda.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Semillas Pioneer Chile,Agricultura / Pesca / Ganaderia,"Paine, R.Metropolitana",---
Soc Agricola Requingua,Agricultura / Pesca / Ganaderia,"Curico, Maule",---
Vinicola Santa Rosa,Agricultura / Pesca / Ganaderia,"San Felipe, Valparaiso",---
Ferreteria Tecnica N & G Ltda.,Agricultura / Pesca / Ganaderia,"Talca, Maule",---
Rapala Chile,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Patagonia Chile S.A.,Agricultura / Pesca / Ganaderia,"Lampa, R.Metropolitana",---
Explora Sub Ltda.,Agricultura / Pesca / Ganaderia,"Puerto Montt, Los Lagos",---
Exportadora Santa Elena,Agricultura / Pesca / Ganaderia,"Colina, R.Metropolitana",---
Inversiones Candelaria Limitada,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Agrosat Chile Ltda.,Agricultura / Pesca / Ganaderia,"Temuco, Araucania",---
Biosan ltda.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
BBW Ltda,Agricultura / Pesca / Ganaderia,"Rancagua, Libertador B. O Higgins",---
BF Comercio y Exportaciones,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Comercializadora y Exportadora Butron Budinich Ltda,Agricultura / Pesca / Ganaderia,"Rancagua, Libertador B. O Higgins",---
Fruitservice Ltda.,Agricultura / Pesca / Ganaderia,"Chimbarongo, Libertador B. O Higgins",---
Corina Lagos,Agricultura / Pesca / Ganaderia,Los Lagos,---
Fundacion para la Innovacion Agraria,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Haras Cordillera Ltda.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Vina Hacienda Araucano,Agricultura / Pesca / Ganaderia,"Santa Cruz, Libertador B. O Higgins",---
Comercial Aquariego Ltda.,Agricultura / Pesca / Ganaderia,"Rancagua, Libertador B. O Higgins",---
Juan gonzalez ltda,Agricultura / Pesca / Ganaderia,"Coronel, Biobio",---
Agricola Los Robles,Agricultura / Pesca / Ganaderia,"Temuco, Araucania",---
JDS Antofagasta,Agricultura / Pesca / Ganaderia,"Antofagasta, Antofagasta",---
Exportadora Santa Cruz S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Unifrutti Traders Ltda. Planta Copiapo,Agricultura / Pesca / Ganaderia,Atacama,---
Zurgroup S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Vina Almaviva,Agricultura / Pesca / Ganaderia,"Puente Alto, R.Metropolitana",---
Mauricio Maldonado,Agricultura / Pesca / Ganaderia,"Rancagua, Libertador B. O Higgins",---
Cipres Trading SpA.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
San Francisco Lo Garces,Agricultura / Pesca / Ganaderia,Libertador B. O Higgins,---
Centro de Transferencia Tecnologica y Extension del Palto,Agricultura / Pesca / Ganaderia,"La Cruz, Valparaiso",---
Riego Chile Ltda,Agricultura / Pesca / Ganaderia,"Quillota, Valparaiso",---
Soc Agricola Valle de chaca Ltda,Agricultura / Pesca / Ganaderia,Tarapaca,---
Forestal Alto Cauquenes,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Cecinas del Fundo,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Centro de Estudios Pesqueros S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Compania Chilena de Alimentos SA,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Agricola los Lilenes S A,Agricultura / Pesca / Ganaderia,"Santo Domingo, Valparaiso",---
Camino Real S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Vina Casa Donoso SPA,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Corporacion el canelo de nos,Agricultura / Pesca / Ganaderia,"Osorno, Los Lagos",---
Frigorifico de Osorno S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Agrisouth EStates Chile S.A.,Agricultura / Pesca / Ganaderia,"San Javier, Maule",---
Cosmos Global Chile SpA,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Agar del Pacifico S. A.,Agricultura / Pesca / Ganaderia,"Coronel, Biobio",---
Las Doscientas S.A.,Agricultura / Pesca / Ganaderia,"Pencahue, Maule",---
Quinta Drilling Ltda.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Tecnar,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
AG Molina,Agricultura / Pesca / Ganaderia,"Molina, Libertador B. O Higgins",---
Movar Ltda,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Vina los Boldos Ltda,Agricultura / Pesca / Ganaderia,Libertador B. O Higgins,---
Wiesner S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Galaico Chilena de Conservas S.A,Agricultura / Pesca / Ganaderia,"Lota, Biobio",---
Comercial Green Fresh Ltda.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Agricola y Comercial Sagro Ltda,Agricultura / Pesca / Ganaderia,"Calera de Tango, R.Metropolitana",xxxxxxxxxxxxxxxxx xxxxxxxxxxxxxxxxxxxx xxxxxxxxxxxxxxxxxx xxxxxxxxxxxxxxxxxx xxxxxxxxxxxxxxxxx
Agro Amanecer Spa,Agricultura / Pesca / Ganaderia,"Santiago - Providencia, R.Metropolitana",Empresa Agricola..Campos en la region metropolitana y sexta.
AGRICOLA HUERTOS LA CAMPINA LTDA,Agricultura / Pesca / Ganaderia,"Penaflor, R.Metropolitana","Empresa agricola, dedicada a la produccion de nueces y cerezas de exportacion, contamos con 15 anos de experiencia en el mercado, continuamos en vias de crecimiento."
AGROMERK SPA,Agricultura / Pesca / Ganaderia,"Santiago - Providencia, R.Metropolitana","EMPRESA ESPECIALIZADA CON PRODUCTOS CARNICOS Y FRIGORIFICO CON VENTAS AL POR MAYOR O MENOR, CON SUCURSALES EN DISTINTAS REGIONES DEL PAIS."
SOCOSUR LTDA,Agricultura / Pesca / Ganaderia,"Santiago - Estacion Central, R.Metropolitana","Sociedad Comercializadora del Sur LTDA. fue fundada en 1986, como una empresa operadora minorista de puntos de venta de carnes. Con el gran auge de la industria de supermercados, SOCOSUR se transforma a partir de 1992, en una gran comercializadora mayorista de carne de vacuno. Simultaneamente y como consecuencia del aumento del consumo de carne en Chile, la empresa se internacionaliza, importando productos carneos principalmente desde Argentina, Brasil, Uruguay y Paraguay."
AGUACONTROL LTDA.,Agricultura / Pesca / Ganaderia,"Santiago - Nunoa, R.Metropolitana",SERVICIOS DE INGENIERIA EN EL AREA DE PROCESOS INDUSTRIALES
DELLA TOFFOLA,Agricultura / Pesca / Ganaderia,"San Bernardo, R.Metropolitana","IMPORTACION, COMERCIALIZACION Y DISTRIBUCION DE MAQUINARIA PARA LA INDUSTRIA VITIVINICOLA, AGROINDUSTRIA Y ALIMENTARIA. ADEMAS DE LA REPARACION Y VENTA DE REPUESTOS."
Pacx South America S.A.,Agricultura / Pesca / Ganaderia,"Buin, R.Metropolitana","P.A.C.X. South America S.A., fundada en 1990. es una compania chilena dedicada a la transformacion y comercializacion de forrajes y alimentos."
Globalpesca Spa,Agricultura / Pesca / Ganaderia,"Punta Arenas, Magallanes y Antartica Chilena","Globalpesca Spa., empresa dedicada a la extraccion de bacalao. lider en la region."
Fedefruta F.G.,Agricultura / Pesca / Ganaderia,"Santiago Centro, R.Metropolitana","Empresa sin fines de lucro, dedicada al apoyo del sector hortofruticola del pais. Dentro de sus departamentos, se encuentran:"
Agrofreeze Ltda.,Agricultura / Pesca / Ganaderia,"Talca, Maule",Proceso de congelado de berries para la exportacion.
Frutas de Exportacion S.A,Agricultura / Pesca / Ganaderia,"Santiago - Vitacura, R.Metropolitana","Importante Empresa Rubro Exportacion Frutos secos, a nivel mundial"
Junta de Vigilancia de la cuenca del Rio Huasco y Sus Afluentes,Agricultura / Pesca / Ganaderia,"Vallenar, Atacama","De acuerdo a sus Estatutos la Junta de Vigilancia del Rio Huasco y sus Afluentes cumple el rol de administrar y distribuidor de las aguas, superficiales y subterraneas, corrientes y detenidas, correspondientes a los derechos de aprovechamiento consuntivos y no consuntivos de ejercicio permanente o eventual, continuo, discontinuo o alternado a que tienen derecho sus miembros y/o accionistas en el Rio Huasco y sus Afluentes; explotar y conservar las obras de aprovechamiento comun y realizar los demas fines que encomienda la ley y estos."
Distribuidora Evergreen,Agricultura / Pesca / Ganaderia,"Curico, Maule","Distribuidor oficial de la Quimica norteamericana Stoller, lider en nutricion y balance hormonal. Con trayectoria de mas de 10 anos en la region del Maule."
Agricola Chorombo S.A.,Agricultura / Pesca / Ganaderia,"Santiago - Providencia, R.Metropolitana",.
Agripor Ltda,Agricultura / Pesca / Ganaderia,"Colina, R.Metropolitana","Empresa dedicada a la Produccion de Fruta de exportacion y Hortalizas. ubicada en la comuna Colina junto a la Ruta 5 Norte, Region Metropolitana. Produce fruta y Hortalizas que son comercializadas en el exterior y dentro del pais."
Hidrolab s.a,Agricultura / Pesca / Ganaderia,"Santiago - Quilicura, R.Metropolitana","Hidrolab desde su nacimiento en el ano 1993, ha estado aportando su experiencia y conocimientos a sus clientes para enfrentar la normativa ambiental y para satisfacer sus necesidades operacionales, colaborando en los procesos de monitoreo, realizando la mas amplia gama de analisis de laboratorio y comprometiendose con los mejores tiempos de respuesta. Hidrolab nacio para entregar servicios analiticos integrales que permitan conocer cabalmente la situacion de cada cliente en el manejo de sus aguas, efluentes y residuos."
EXPORTADORA CANDELARIA,Agricultura / Pesca / Ganaderia,"Buin, R.Metropolitana","Ser reconocida como empresa lider en proveer forrajes y alimentos basados principalmente en alfalfa al sector agropecuario / industrial interno y externo, de manera eficiente y confiable, entregando una solucion integral que signifique un aporte a la competitividad del sector agropecuario."
Unisono Asesorias y Servicios Integrales,Agricultura / Pesca / Ganaderia,"Iquique, Tarapaca","Enfocados en las areas de eficiencia energetica, relaciones comunitarias y obras civiles, UNISONO Asesorias y Servicios Integrales, pretende atender las verdaderas necesidades de sus clientes, por lo que prepara sus servicios en funcion de lo que estos realmente requieran, destacandose las areas de:"
EWOS CHILE ALIMENTOS LIMITADA,Agricultura / Pesca / Ganaderia,"Coronel, Biobio","EWOS es la marca con que Cargill, y especificamente Cargill Aquaculture Nutrition (CQN), comercializa sus productos de nutricion para peces en Chile. La Compania se dedica a la fabricacion y comercializacion de alimento para peces y tiene operaciones desde la Region del Bio Bio al sur. Trabajar en Cargill es una oportunidad para prosperar: un lugar para desarrollar su carrera al maximo y al mismo tiempo tener un efecto positivo en la comunidad local y global. Es un gran aprendizaje poder trabajar para una empresa que siempre ha defendido la etica, y cuyo fin es nutrir a las personas. Ofrecemos un entorno diverso e inclusivo, el que le permite crecer como persona y profesionalmente, aprendiendo de personas con talento y conocimiento. Con sus 150 anos de experiencia, Cargill ofrece al mundo productos y servicios alimentarios, agricolas, financieros e industriales. Tenemos 150, 000 empleados en 70 paises dedicados a nutrir al mundo de forma responsable, buscando reducir nuestro impacto ambiental y mejorar las comunidades en las que vivimos y trabajamos."
Qualified Ltda,Agricultura / Pesca / Ganaderia,"Santiago - Nunoa, R.Metropolitana",Somos una empresa de Origen Chileno enfocada principalmente en el area de Inocuidad Animal con presencia en los principales sectores productivos de nuestro pais.
Frutera Internacional,Agricultura / Pesca / Ganaderia,"Santiago - Las condes, R.Metropolitana","Empresa exportadora de frutas, perteneciente al Grupo Fruta Internacional, grupo lider en Latinoamerica y USA en produccion, exportacion, importacion y distribucion de frutas"
Dia de Campo Ltda.,Agricultura / Pesca / Ganaderia,"San Bernardo, R.Metropolitana","Empresa del rubro agropecuario que se dedica a la produccion de Frutales y Ganaderia, hortalizas, viveros, con plantaciones en la zona de san fernando."
exportadora triple alianza ltda,Agricultura / Pesca / Ganaderia,"Olivar, Libertador B. O Higgins","empresa agricola exportadora de fruta fresca, ubicada en la sexta region, especificamente comuna de olivar con mas de 30 anos de experiencia en el rubro"
Alliance Semillas,Agricultura / Pesca / Ganaderia,"Santiago - Las condes, R.Metropolitana",#Una compania internacional que se dedica al desarrollo innovador y sostenible de semillas de vegetales de la mas alta calidad.
SERVICIOS INDUSTRIALES MARINDU LIMITADA,Agricultura / Pesca / Ganaderia,"Puerto Montt, Los Lagos","Somos una empresa de servicios multifuncional para el rubro acuicola, que se caracteriza por la Fomentacion del desarrollo de ideas aplicables a la ejecucion de los procesos productivos. la tendencia general de nuestra empresa, se enfoca en desarrollar mejoras en los tiempos de ejecucion, la calidad, y la bioseguridad, de las operaciones acuicolas. Marindu Limitada, busca entregar un servicio eficiente ante las necesidades de nuestros clientes. Desde nuestros inicios nos hemos caracterizado por entregar un servicio integro con la respuesta inmediata a los requerimientos de nuestros clientes. Gracias a nuestro desempeno nos hemos mantenido trabajando de manera ininterrumpida durante estos 6 anos.Hoy en dia contamos con una dotacion de 5 embarcaciones propias con habitabilidad desde 12 a 15 personas."
Rio King,Agricultura / Pesca / Ganaderia,"Rancagua, Libertador B. O Higgins","En Octubre del 2014 nace BB TRADING SpA. de la division de Exportadora Rio Blanco Ltda. BB Trading o Rio King su nombre comercial, esta orientada a la exportacion de fruta fresca de alta calidad manteniendo sus estandares a todos los mercados del mundo."
Chemie S.A,Agricultura / Pesca / Ganaderia,"Santiago - Quilicura, R.Metropolitana","CHEMIE(r) nace en Santiago de Chile en el ano 1988 para proveer a la industria agricola y veterinaria de productos innovadores y vanguardistas, tomando representaciones de reconocidos laboratorios."
Agricola Teno LTDA,Agricultura / Pesca / Ganaderia,"Santiago - Providencia, R.Metropolitana","IMPORTANTE EMPRESA NACIONAL, JOVEN, SONADORA Y HONESTA, DONDE TENEMOS A LA INVESTIGACION Y LA CURIOSIDAD COMO NUESTROS PRINCIPALES VALORES. ENTREGAMOS TODA NUESTRA PASION Y DEDICACION COMO EMPRESA"
EXPORTACIONES MEYER,Agricultura / Pesca / Ganaderia,"Curico, Maule","EMPRESA FRUTICOLA DEL SECTOR DE RAUCO, LA CUAL SE DEDICA AL PROCESAMIENTO PRINCIPAL DE CEREZAS Y KIWI EN SU TEMPORADAS, PRESTANDO SERVICIO A DISTINTOS CLIENTES DE LA ZONA"
La Encierra,Agricultura / Pesca / Ganaderia,"Paine, R.Metropolitana","Pequena empresa, dedicada al rubro agricola. produccion de uva vinifera, frutales y re-cria de terneros para la venta como novillo gordo. Oficina principal ubicada en Paine, Huelquen."
AGROINDUSTRIAL LOS LIRIOS SPA,Agricultura / Pesca / Ganaderia,"Rengo, Libertador B. O Higgins",FRIGORIFICO Y EMBALAJE DE FRUTA FRESCA DE EXPORTACION. FUMIGACIONES DE FOSFINA PARA MERCADOS CUARENTENARIOS. SERVICIOS DE INSPECCIONES SAG Y USDA. SERVICIOS DE EMBALAJES A TERCEROS.
